record_id,type_id,char_id,value,confidence,articulation,source_ref,source_lang,coder,source_read,reviewed_by,review_status,notes
OF-XXXX-73,compagnie_antwerpen_1608,TS2,fixed-term,high,analyst-imposed,"De ruysscher 2020, 242, 245, 258",es,ai,full,none,unreviewed,"'Las sociedades comerciales se disolvian cuando la duracion fijada en el contrato de asociacion expiraba' (242). The worked problem De ruysscher builds his section on is 'una sociedad bipersonal creada durante un periodo especifico de tiempo' (245), and the Genoese particeps whose regime Antwerp copied in 1608 could not withdraw 'antes de su expiracion' (258), which presupposes a term in both phases. PHASE SPLIT 2026-09-05: this row and its sibling separate on AP2 and FP4 and on nothing else, and both rest on one reading of one article. They are NOT two independent cases - see the type rows."
OF-XXXX-74,compagnie_antwerpen_1608,TS3,1,medium,analyst-imposed,"De ruysscher 2020, 246, 253",es,ai,full,none,unreviewed,"Revocable: an untimely renunciation by a partner dissolved the society, the others being left to claim damages for its unexpected and premature end (246, 253), a rule the 1582 compilation carried from Roman law and which the section headed 1582-1608 shows persisting. ONE DATUM, TWO OR THREE CELLS on each row: with CI2, and on the 1582 row with AP2's second limb - the capital-immobility group is collinear on both rows by construction. PHASE SPLIT 2026-09-05: this row and its sibling separate on AP2 and FP4 and on nothing else, and both rest on one reading of one article. They are NOT two independent cases - see the type rows."
OF-XXXX-75,compagnie_antwerpen_1608,TS4,.NR,.NR,.NR,.NR,.NR,ai,.NR,none,unreviewed,"Not recorded. De ruysscher's subject is the law's rules about company assets and creditors, not the partners' power to alter their own contract or purpose by internal decision. Nothing in the article speaks to it in either phase. EMPTY-VALUE DISCLOSURE: the allowed values with no instance in the census were recomputed on 2026-09-05, AFTER all cells of this batch were written and fixed. '1' has no instance on TS4 anywhere in the census, so a coder minded to fill an empty cell would be tempted here; that is a reason for more caution, not for coding. The computation did not change this cell. EMPTY-VALUE DISCLOSURE: the allowed values with no instance in the census were recomputed from vocabularies/organizational_form_characteristic.csv and data.csv on 2026-09-05, AFTER all 64 cells of this batch were written and fixed, and before these notes were finalised. '1' has no instance on TS4 anywhere in the census, so a coder minded to fill an empty cell would be tempted here; that is a reason for more caution, not for coding. The computation did not change this cell; the notes file carries the full disclosure and the list."
OF-XXXX-76,compagnie_antwerpen_1608,CI1,common,medium,analyst-imposed,"De ruysscher 2020, 245, 247, 250-251",es,ai,full,none,unreviewed,"One common fund. Roman law, followed in Antwerp practice, required that company debts be paid out of the communis, 'es decir, los activos conjuntamente adquiridos y los fondos de la societas' (245); Baldus referred the company fund to a corpus and by the late fourteenth century the partners were said to commit 'el capitale de la societas' (250-251). Stracca held each society's capitale distinct even where the partners were the same (251), which makes parallel companies separate arrangements rather than sub-pools of one. SUB-POOL RECORDED, NOT CODED: from the mid sixteenth century Antwerp contracts began to carry a 'fuori del corpo' clause under which preferential withdrawals were paid 'desde un fondo separado, dentro del fondo general de la compania', composed of additional investments or accumulated profits (247). That is internal partitioning; per the 2026-08-31 rule it has no column, is carried here and NOT in confidence. De ruysscher adds that such clauses 'seguian siendo poco frecuentes' (247). PHASE SPLIT 2026-09-05: this row and its sibling separate on AP2 and FP4 and on nothing else, and both rest on one reading of one article. They are NOT two independent cases - see the type rows."
OF-XXXX-77,compagnie_antwerpen_1608,CI2,P,medium,analyst-imposed,"De ruysscher 2020, 246-247, 254",es,ai,full,none,unreviewed,"STRUCTURAL HALF, AND IT IS DE RUYSSCHER'S OWN THESIS THAT PRODUCES IT. Against lock-in: partners routinely withdrew substantial sums from the company's funds before liquidation, the legal character of those withdrawals - dividend, advance, or loan - 'era a menudo una cuestion delicada', most partnership contracts said nothing about them, and 'El problema juridico era por ende real y la solucion poco clara' (246-247). For lock-in: the canon-law strand held that in a mixed societas ad lucrum the communio covered the investments as well as the profits, so 'los importes invertidos quedaban bloqueados, puesto que una retirada de estos importes suponia el final de la sociedad' - a rule devised to protect active partners who contributed no money (254). De ruysscher's finding is that the Antwerp legislators 'no eligieron entre estas tres opciones, sino que adoptaron las tres' (254), so both rules were in force at once. THAT COEXISTENCE IS THE HALF-PRESENCE, and it is a structural state, not a hedge; uncertainty about which rule governed a given case is carried in confidence, separately. One datum with TS3. PHASE SPLIT 2026-09-05: this row and its sibling separate on AP2 and FP4 and on nothing else, and both rest on one reading of one article. They are NOT two independent cases - see the type rows. On the 1608 row this P sits with AP2=0, which is a pairing the census did not previously have."
OF-XXXX-78,compagnie_antwerpen_1608,CI3,.NR,.NR,.NR,.NR,.NR,ai,.NR,none,unreviewed,"Not recorded. De ruysscher does not ask whether a socius could alienate his share, in either phase. Printed 253 has the socii remaining owners of their investments and 252-253 has merchants concealing their participation; neither is alienability. The Genoese participes and the south German Teilhaber material at 258-259 concerns WITHDRAWAL, not transfer, and is in any case Genoese and German rather than Antwerp."
OF-XXXX-79,compagnie_antwerpen_1608,CI4,.NR,.NR,.NR,.NR,.NR,ai,.NR,none,unreviewed,"Not recorded. CI3 is .NR and nothing in the article speaks to negotiability independent of the holder's identity. The article's evidence runs the other way: whose name appeared in the company's name was the operative legal fact throughout, in 1554, in the 1582 compilation, and in the 1608 exception for participants (244, 251-252, 260)."
OF-XXXX-80,compagnie_antwerpen_1608,LR1,unlimited-joint,high,articulated,"De ruysscher 2020, 251-252, 253",es,ai,full,none,unreviewed,"Unchanged from the 1582 phase and NOT one of the two separating cells: the in solidum rule persists through the section headed 1582-1608 (253), and the value rests on Impressae cap. 58 art. 1, whose own Latin terms make it articulated. THE 1608 PARTICIPATIO IS A REAL QUALIFICATION AND IS CARRIED RATHER THAN CODED. The Compilatae recognised silent participation and excepted from in solidum liability those financial participants who did not appear in the firm's name and were not defined as 'socios' in the partnership contract (260); by 1608 three kinds of non-active investor were distinguished, 'Todos tenian responsabilidad limitada' (256). A participant so defined is not a member of the societas this row scopes, and LR1's locator is the labour-party, which he is not. IF THE MAINTAINER SCOPES THE PARTICIPATIO AS A FORM OF ITS OWN - and the type row recommends considering it - THAT ROW, NOT THIS ONE, WOULD CARRY LR1=limited. PHASE SPLIT 2026-09-05: this row and its sibling separate on AP2 and FP4 and on nothing else, and both rest on one reading of one article. They are NOT two independent cases - see the type rows."
OF-XXXX-81,compagnie_antwerpen_1608,LR2,coupled,medium,analyst-imposed,"De ruysscher 2020, 242, 246",es,ai,full,none,unreviewed,"The socio-administrador is the decision-maker in the common Antwerp arrangement, larger companies with many members habitually delegating management to a single person (242), and he was bound to outcomes: 'Si el socio administrador era responsable de pagar las deudas y los fondos de la empresa resultaban insuficientes, tenia que saldarlas con su propio capital' (246). EMPTY-VALUE DISCLOSURE: the allowed values with no instance in the census were recomputed on 2026-09-05, AFTER all cells of this batch were written and fixed. 'attenuated' has no instance on LR2 anywhere in the census. The computation did not change this cell. PHASE SPLIT 2026-09-05: this row and its sibling separate on AP2 and FP4 and on nothing else, and both rest on one reading of one article. They are NOT two independent cases - see the type rows. EMPTY-VALUE DISCLOSURE: the allowed values with no instance in the census were recomputed from vocabularies/organizational_form_characteristic.csv and data.csv on 2026-09-05, AFTER all 64 cells of this batch were written and fixed, and before these notes were finalised. 'attenuated' has no instance on LR2 anywhere in the census, and it is the value the alternative reading recorded above would take. The computation did not change this cell; the notes file carries the full disclosure and the list."
OF-XXXX-82,compagnie_antwerpen_1608,LR3,1,high,analyst-imposed,"De ruysscher 2020, 251, 253, 254",es,ai,full,none,unreviewed,"Unchanged in value from the 1582 phase, and NOT a separating cell, but the 1608 evidence pulls and is recorded. The residual character of the partner's return rests on the same 1582 article 8 and the same prohibition of capital-guarantee and fixed-return clauses in societies (251, 253). AGAINST IT: the Compilatae admitted the legality of deposits at interest (part 4 cap. 1 arts. 8-9, and cap. 12 art. 6, at 256), and from the 1590s Antwerp partnership contracts resembling the contractus trinus guaranteed the silent investor's capital, sometimes combined with fixed profits (256). De ruysscher disputes Van Hofstraeten's claim that the 1608 compilation itself contained contractus trinus rules, holding that the articles cited concern bank deposits only (256 n 85), AND THAT DISAGREEMENT IS RECORDED RATHER THAN RESOLVED. The late arguments of Lessius (ob. 1623) and Zypaeus (ob. 1650) that capital-guarantee provisions could sit in a partnership contract are dated by De ruysscher to around the end of the seventeenth century (256) and fall outside this row. EMPTY-VALUE DISCLOSURE: recomputed 2026-09-05 AFTER all cells were fixed; 'P' has no instance on LR3 anywhere in the census, and a coder tempted by the 1608 loosening should notice that pull and resist it on this evidence. PHASE SPLIT 2026-09-05: this row and its sibling separate on AP2 and FP4 and on nothing else, and both rest on one reading of one article. They are NOT two independent cases - see the type rows. EMPTY-VALUE DISCLOSURE: the allowed values with no instance in the census were recomputed from vocabularies/organizational_form_characteristic.csv and data.csv on 2026-09-05, AFTER all 64 cells of this batch were written and fixed, and before these notes were finalised. 'P' has no instance on LR3 anywhere in the census. The computation did not change this cell; the notes file carries the full disclosure and the list."
OF-XXXX-83,compagnie_antwerpen_1608,LR4,.NR,.NR,.NR,.NR,.NR,ai,.NR,none,unreviewed,"Not recorded, for the reason given at deed_of_settlement_company LR4. The periculum communis material at 253 is loss-sharing within one venture, which is LR3's question; De ruysscher never asks whether members' separate risks were mutualised across them. Flagged in the notes file as a definitional question about LR4 and not repaired. EMPTY-VALUE DISCLOSURE: the allowed values with no instance in the census were recomputed on 2026-09-05, AFTER all cells of this batch were written and fixed. 'P' has no instance on LR4 anywhere in the census. The computation did not change this cell. EMPTY-VALUE DISCLOSURE: the allowed values with no instance in the census were recomputed from vocabularies/organizational_form_characteristic.csv and data.csv on 2026-09-05, AFTER all 64 cells of this batch were written and fixed, and before these notes were finalised. 'P' has no instance on LR4 anywhere in the census. The computation did not change this cell; the notes file carries the full disclosure and the list."
OF-XXXX-84,compagnie_antwerpen_1608,LR5,.NR,.NR,.NR,.NR,.NR,ai,.NR,none,unreviewed,"LR4 is .NR, so applicability is undetermined and this is .NR. .NA would assert LR4=0, which is not held, and check_dependence.py blocks LR5 only where LR4=0."
OF-XXXX-85,compagnie_antwerpen_1608,LR6,symmetric,medium,analyst-imposed,"De ruysscher 2020, 246, 251, 254",es,ai,full,none,unreviewed,"The managing partner shared in profits on the ordinary footing (equal shares in principle, 1582 art. 8, at 251) and settled the company's debts out of his own capital where the fund fell short (246), with the leonine exemption from risk prohibited (254). Symmetric. Rests on the same personal-liability facts as AP3 and LR1; the agent-loss-exposure group is collinear on both Antwerp rows and neither is evidence that its members separate. PHASE SPLIT 2026-09-05: this row and its sibling separate on AP2 and FP4 and on nothing else, and both rest on one reading of one article. They are NOT two independent cases - see the type rows."
OF-XXXX-86,compagnie_antwerpen_1608,MG1,contract,high,analyst-imposed,"De ruysscher 2020, 242, 251, 255",es,ai,full,none,unreviewed,"As on the 1582 row, and reinforced: from 1608 a partnership contract had to be recorded before a notary, any claim arising from a privately written one being null and void (255). The claim rests on the contract more explicitly than before, which is a change in FORMALITY rather than in the basis of entitlement - the formality is coded at FP4, which is where the rows separate, and not here. PHASE SPLIT 2026-09-05: this row and its sibling separate on AP2 and FP4 and on nothing else, and both rest on one reading of one article. They are NOT two independent cases - see the type rows."
OF-XXXX-87,compagnie_antwerpen_1608,MG2,collective,medium,analyst-imposed,"De ruysscher 2020, 242, 251",es,ai,full,none,unreviewed,"Mutual agency was the 1582 default: no mandate from the co-partners was required as a condition of their being bound, and 'se suponia que cualquier socio tenia la facultad de celebrar contratos en nombre de los demas socios' (251). PRACTICE PULLED THE OTHER WAY and is recorded rather than coded: in the sixteenth century, precisely because the partners were commonly liable in solidum, larger companies with many members habitually delegated management of the company to one person (242). A coder weighting practice over the default rule would code single-principal; confidence is medium for that reason. PHASE SPLIT 2026-09-05: this row and its sibling separate on AP2 and FP4 and on nothing else, and both rest on one reading of one article. They are NOT two independent cases - see the type rows."
OF-XXXX-88,compagnie_antwerpen_1608,MG3,.NA,.NA,.NA,.NA,.NA,ai,.NA,none,unreviewed,"MG1 is 'contract', which the vocabulary and check_dependence.py declare blocking for MG3: entry restriction is meaningful only where entitlement rests on membership. EMPTY-VALUE DISCLOSURE: the allowed values with no instance in the census were recomputed on 2026-09-05, AFTER all cells of this batch were written and fixed. 'P' has no instance on MG3 anywhere in the census. The computation did not change this cell. EMPTY-VALUE DISCLOSURE: the allowed values with no instance in the census were recomputed from vocabularies/organizational_form_characteristic.csv and data.csv on 2026-09-05, AFTER all 64 cells of this batch were written and fixed, and before these notes were finalised. 'P' has no instance on MG3 anywhere in the census. The computation did not change this cell; the notes file carries the full disclosure and the list."
OF-XXXX-89,compagnie_antwerpen_1608,MG4,private-contract,high,analyst-imposed,"De ruysscher 2020, 240-241, 251, 255",es,ai,full,none,unreviewed,"Unchanged: the Compilatae, like the Impressae, codified default rules and did not confer status on the society. The 1608 notarial requirement (255) is a formality imposed on the contract and a condition of its enforceability, not a grant of authorisation, and it is coded at FP4 - one of the two cells on which these rows separate. PHASE SPLIT 2026-09-05: this row and its sibling separate on AP2 and FP4 and on nothing else, and both rest on one reading of one article. They are NOT two independent cases - see the type rows."
OF-XXXX-90,compagnie_antwerpen_1608,FP1,commercial-profit,high,analyst-imposed,"De ruysscher 2020, 241, 245",es,ai,full,none,unreviewed,"Commercial trading partnerships. A royal ordinance of 4 October 1540, in force at Antwerp, required that speculation on the profits of merchants' commercial ventures take the form of a partnership - 'los inversores deberian ser socios (socii)' - because taking profit from a venture whose risks one had not shared was usury (241). PHASE SPLIT 2026-09-05: this row and its sibling separate on AP2 and FP4 and on nothing else, and both rest on one reading of one article. They are NOT two independent cases - see the type rows."
OF-XXXX-91,compagnie_antwerpen_1608,FP2,.NR,.NR,.NR,.NR,.NR,ai,.NR,none,unreviewed,"Not recorded. De ruysscher never asks whether the Antwerp partnership held an exclusive right or franchise, in either phase. The one adjacent passage - that in the seventeenth century 'las empresas estatales tenian un monopolio derivado de la autoridad del soberano que impedia las disoluciones intempestivas iniciadas por los acreedores' (237) - is his restatement of Hansmann, Kraakman and Squire, citing their page 1378, not his own evidence about Antwerp. Coding 0 from it would launder a restatement into an observed absence. Contrast deed_of_settlement_company FP2=0, where the question is squarely put by the source itself."
OF-XXXX-92,compagnie_antwerpen_1608,FP3,.NR,.NR,.NR,.NR,.NR,ai,.NR,none,unreviewed,"DEFINITION UNDERDETERMINED, FLAGGED AND NOT REPAIRED, AND THIS IS WHERE A THIRD SEPARATING CELL WOULD APPEAR IF IT WERE FIXED. Under the IDENTITY-MASKING reading the 1608 phase is much richer than the 1582 phase and the two rows would separate here: secret societies became lawful under the Compilatae, partners being liable only if they had profited from the transaction or expressly accepted it (part 4 cap. 9 art. 7, at 255-256); the participatio let an investor keep ownership of his investment with limited liability and no voice in decisions (260-261); and by 1608 three kinds of non-active investor were distinguished, all with limited liability (256). Under the STATUS-ARBITRAGE reading the source says nothing. THE CELL IS LEFT .NR ON BOTH ROWS SO THAT THE SEPARATION IS NOT MANUFACTURED BY A DEFINITIONAL CHOICE MADE AFTER THE SPLIT WAS ORDERED; fixing FP3 is a decision for the maintainer and would be worth taking on its own terms."
OF-XXXX-93,compagnie_antwerpen_1608,FP4,P,medium,analyst-imposed,"De ruysscher 2020, 255",es,ai,full,none,unreviewed,"SEPARATES FROM compagnie_antwerpen_1582, AND THE HALF IS THE POINT. The rule exists: 'la recopilacion de 1608 estipulaba por primera vez que los contratos de sociedad debian registrarse ante notario, y que cualquier reclamacion derivada de un contrato de sociedad escrito en privado se consideraba nula y sin efecto' (255). So from 1608 the society is in principle registered and legible to the municipal authority, which it was not before. The diffusion failed: the compendium 'no tuvo mucha influencia y el de 1582 siguio siendo el mas importante en la ciudad', its burdensome commercial formalities 'no se acogieron favorablemente', it was never printed, and its 3,643 articles made manuscript copying so laborious that circulation was obstructed (255). AGAINST THAT, AND WHY THIS IS P AND NOT 0: the Antwerp government did order the city court to apply the 1608 chapters on mercantile agreements (255), so the rule was not a dead letter but a poorly diffused one. A rule in force and badly circulated is half-present. Confidence medium, and a coder who weighted the failure of diffusion over the order to apply would code 0."
OF-XXXX-94,compagnie_antwerpen_1608,CF1,P,medium,analyst-imposed,"De ruysscher 2020, 250, 254",es,ai,full,none,unreviewed,"Half-present, and flagged for comparative-concept hygiene. Mixed societies in which 'algunos socios simplemente contribuian con su trabajo y compartian lo que ganaba la empresa' were accepted through the fifteenth century, their share in the risk counted equitable where the active partners' activities were valued as an investment (254). But the asymmetry is available in the form rather than constitutive of it: the Antwerp societas generalis is a partnership of socii, and the deliberate capital-labour contract is the commenda, of which De ruysscher says Antwerp instances were 'muy excepcionales' (250). Coded P and not 1 for that reason. CONSEQUENCE: CF1=P puts AP3's and LR1's locator on the labour-party, and 253 answers for that party in terms. PHASE SPLIT 2026-09-05: this row and its sibling separate on AP2 and FP4 and on nothing else, and both rest on one reading of one article. They are NOT two independent cases - see the type rows."
OF-XXXX-95,compagnie_antwerpen_1608,CF2,.NR,.NR,.NR,.NR,.NR,ai,.NR,none,unreviewed,"Applicable - CF1=P does not block - but not recorded. The article establishes the socii's liability to third-party creditors, not whether a labour-contributing partner answered to a money-contributing partner for capital lost. The 2026-08-18 disposition applies: where a source addresses only the venture's creditors, this cell is .NR and not a value carried over."
OF-XXXX-96,compagnie_antwerpen_1608,CF3,.NR,.NR,.NR,.NR,.NR,ai,.NR,none,unreviewed,"VOCABULARY GAP, FLAGGED AND NOT REPAIRED. The allowed values are bilateral | multilateral, and the Antwerp general partnership was routinely both: De ruysscher's worked problem is a 'sociedad bipersonal' (245) while 242 has 'sociedades de mayor tamano con muchos miembros' delegating management to one person. Membership size is not fixed by the form, so neither allowed value states a fact about it, and the nearest wrong value is not taken. Contrast deed_of_settlement_company CF3=multilateral, where many members ARE constitutive of the form."
